id_aluno,id_curso,id_grupo,id_modalidade,id_turno,id_status,curso,grupo,modalidade,turno,status_matricula,dt_matricula,dt_cancelamento,motivo_cancelamento,idade,genero,mensalidade,desconto,mensalidade_paga
1476,55,10,1,3,3,ENGENHARIA DE PRODUCAO,ENGENHARIAS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,38,M,4180.43,0.32,2842.69
1477,39,1,2,2,2,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,SEMIPRESENCIAL,TARDE,CANCELADO,2019-01-01,2019-09-05,INADIMPLENCIA,21,M,1619.23,0.36,1036.31
1478,45,2,3,2,3,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,EAD,TARDE,FORMADO,2019-01-01,,,51,F,646.69,0.37,407.41
1479,53,10,1,2,4,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2022-08-15,,23,F,3951.39,0.17,3279.65
1480,21,5,2,3,3,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,FORMADO,2019-01-01,,,39,F,4476.41,0.58,1880.09
1481,50,2,1,2,3,RELACOES PUBLICAS,COMUNICACAO E ARTES,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,39,M,2006.74,0.35,1304.38
1482,16,5,1,2,1,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,19,F,4042.67,0.16,3395.84
1483,21,5,1,3,3,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,41,F,4646.69,0.21,3670.89
1484,59,10,1,2,1,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,49,F,4266.88,0.26,3157.49
1485,49,2,1,2,2,PUBLICIDADE E PROPAGANDA,COMUNICACAO E ARTES,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2019-09-16,INSATISFACAO,43,M,1877.7,0.42,1089.07
1486,85,3,1,1,1,EVENTOS,TURISMO E HOSPITALIDADE,PRESENCIAL,MANHA,MATRICULADO,2019-01-01,,,23,M,714.84,0.56,314.53
1487,37,1,1,3,2,MEDIACAO,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2023-11-14,EMPREGO,39,M,862.89,0.47,457.33
1488,25,6,1,2,4,FISICA,CIENCIAS HUMANAS,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2021-09-14,,54,M,4677.66,0.41,2759.82
1489,8,7,2,3,4,DESIGN GRAFICO,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2022-07-26,,44,M,2451.43,0.46,1323.77
1490,32,6,1,3,1,PEDAGOGIA,CIENCIAS HUMANAS,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,52,M,2901.25,0.17,2408.04
1491,16,5,2,3,4,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-05-26,,53,F,4344.01,0.18,3562.09
1492,22,5,2,1,4,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,MANHA,TRANCADO,2019-01-01,2023-06-19,,28,F,3897.34,0.22,3039.93
1493,51,10,1,1,2,ENGENHARIA AMBIENTAL,ENGENHARIAS,PRESENCIAL,MANHA,CANCELADO,2019-01-01,2023-01-30,INSATISFACAO,28,F,3580.17,0.08,3293.76
1494,15,5,3,2,4,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,TARDE,TRANCADO,2019-01-01,2023-02-17,,23,F,1194.95,0.58,501.88
1495,9,8,1,1,2,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,MANHA,CANCELADO,2019-01-01,2023-02-10,INTERCAMBIO,31,M,2273.13,0.09,2068.55
1496,27,6,3,2,1,HISTORIA,CIENCIAS HUMANAS,EAD,TARDE,MATRICULADO,2019-01-01,,,49,F,4280.95,0.21,3381.95
1497,9,8,1,3,2,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2019-08-14,EMPREGO,28,F,611.0,0.05,580.45
1498,41,1,1,3,2,SERVIÇOS JUDICIAIS,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2020-03-11,EMPREGO,45,F,812.94,0.38,504.02
1499,52,10,2,3,4,ENGENHARIA CIVIL,ENGENHARIAS,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-07-25,,18,M,515.73,0.29,366.17
1500,68,4,1,2,3,GESTAO PUBLICA,GESTAO E NEGOCIOS,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,21,M,3341.68,0.34,2205.51
1501,18,5,1,2,2,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2021-04-21,EMPREGO,52,M,1875.6,0.52,900.29
1502,77,9,3,3,1,BIG DATA E INTELIGENCIA ANALITICA,TI E COMPUTACAO,EAD,NOITE,MATRICULADO,2019-01-01,,,52,M,3097.68,0.09,2818.89
1503,14,5,1,3,4,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-11-26,,28,M,990.73,0.23,762.86
1504,50,2,1,3,3,RELACOES PUBLICAS,COMUNICACAO E ARTES,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,32,F,4447.35,0.1,4002.62
1505,10,8,1,3,4,GESTAO DO AGRONEGOCIO,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2021-05-21,,45,M,3089.45,0.6,1235.78
1506,14,5,1,2,3,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,55,M,1099.77,0.44,615.87
1507,36,1,1,3,2,DIREITO,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2022-07-17,INADIMPLENCIA,33,F,2985.27,0.1,2686.74
1508,54,10,1,2,1,ENGENHARIA DE CONTROLE E AUTOMACAO,ENGENHARIAS,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,27,M,2924.83,0.23,2252.12
1509,14,5,3,1,4,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,MANHA,TRANCADO,2019-01-01,2019-10-22,,39,F,1956.88,0.22,1526.37
1510,48,2,2,1,3,PRODUCACAO MULTIMIDIA EM REALIDADE AUMENTADA,COMUNICACAO E ARTES,SEMIPRESENCIAL,MANHA,FORMADO,2019-01-01,,,21,F,2381.38,0.03,2309.94
1511,54,10,2,3,4,ENGENHARIA DE CONTROLE E AUTOMACAO,ENGENHARIAS,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2023-11-06,,19,M,2669.0,0.13,2322.03
1512,29,6,1,3,2,LETRAS - LINGUA PORTUGUESA,CIENCIAS HUMANAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2020-06-02,INADIMPLENCIA,42,M,1791.75,0.13,1558.82
1513,41,1,1,2,2,SERVIÇOS JUDICIAIS,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2022-01-03,INADIMPLENCIA,44,M,2623.01,0.39,1600.04
1514,9,8,2,3,4,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2020-04-21,,41,F,2580.72,0.26,1909.73
1515,20,5,2,3,4,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2022-02-06,,42,M,4063.75,0.42,2356.98
1516,37,1,2,3,1,MEDIACAO,CIENCIAS JURIDICAS,SEMIPRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,42,M,2997.42,0.46,1618.61
1517,16,5,1,2,4,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2019-05-15,,52,M,1904.26,0.48,990.22
1518,66,4,1,3,1,GESTAO DE RECURSOS HUMANOS,GESTAO E NEGOCIOS,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,52,M,1651.74,0.52,792.84
1519,11,8,2,3,4,MEDICINA VETERINARIA,CIENCIAS AGRARIAS E MEIO AMBIENTE,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2022-07-27,,20,F,2249.22,0.5,1124.61
1520,52,10,1,2,1,ENGENHARIA CIVIL,ENGENHARIAS,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,54,M,4174.77,0.43,2379.62
1521,66,4,1,3,1,GESTAO DE RECURSOS HUMANOS,GESTAO E NEGOCIOS,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,25,F,2358.81,0.48,1226.58
1522,58,10,1,3,3,ESTATISTICA,ENGENHARIAS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,53,F,4783.44,0.39,2917.9
1523,64,4,1,2,2,GESTAO DA QUALIDADE,GESTAO E NEGOCIOS,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2019-10-05,EMPREGO,30,M,1023.83,0.38,634.77
1524,41,1,1,1,4,SERVIÇOS JUDICIAIS,CIENCIAS JURIDICAS,PRESENCIAL,MANHA,TRANCADO,2019-01-01,2020-12-14,,26,F,3759.51,0.32,2556.47
1525,12,5,1,3,2,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2020-03-03,EMPREGO,31,F,4106.99,0.24,3121.31
1526,16,5,1,2,2,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2020-12-29,EMPREGO,53,F,2948.18,0.39,1798.39
1527,20,5,2,3,4,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2023-04-10,,43,F,1701.0,0.52,816.48
1528,21,5,1,2,4,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2021-08-10,,46,M,3937.85,0.25,2953.39
1529,76,9,1,2,3,ANALISE E DESENVOLVIMENTO DE SISTEMAS,TI E COMPUTACAO,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,31,M,4438.81,0.12,3906.15
1530,41,1,1,2,2,SERVIÇOS JUDICIAIS,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2021-05-01,EMPREGO,24,M,2433.62,0.03,2360.61
1531,47,2,2,2,3,PRODUCAO AUDIOVISUAL,COMUNICACAO E ARTES,SEMIPRESENCIAL,TARDE,FORMADO,2019-01-01,,,22,F,3995.37,0.09,3635.79
1532,39,1,1,2,1,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,29,M,2522.64,0.26,1866.75
1533,14,5,1,3,4,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2023-01-25,,27,M,2689.98,0.16,2259.58
1534,47,2,1,2,4,PRODUCAO AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2022-09-24,,31,M,4315.36,0.34,2848.14
1535,18,5,1,3,3,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,49,M,812.39,0.53,381.82
1536,45,2,1,2,3,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,33,M,1520.9,0.03,1475.27
1537,19,5,1,1,4,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,TRANCADO,2019-01-01,2019-03-13,,43,M,2104.84,0.46,1136.61
1538,44,2,1,2,2,CINEMA E AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2021-12-28,TRANSFERENCIA,30,F,1568.09,0.42,909.49
1539,46,2,3,2,3,JORNALISMO,COMUNICACAO E ARTES,EAD,TARDE,FORMADO,2019-01-01,,,22,F,1883.18,0.05,1789.02
1540,9,8,1,1,2,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,MANHA,CANCELADO,2019-01-01,2019-12-17,DESISTENCIA,36,M,4262.21,0.09,3878.61
1541,32,6,1,3,3,PEDAGOGIA,CIENCIAS HUMANAS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,52,F,1801.14,0.17,1494.95
1542,13,5,1,3,4,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2021-05-21,,35,F,4750.14,0.07,4417.63
1543,49,2,2,1,1,PUBLICIDADE E PROPAGANDA,COMUNICACAO E ARTES,SEMIPRESENCIAL,MANHA,MATRICULADO,2019-01-01,,,50,M,3018.05,0.59,1237.4
1544,11,8,1,3,4,MEDICINA VETERINARIA,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2021-05-03,,35,F,3745.37,0.05,3558.1
1545,13,5,3,1,1,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,EAD,MANHA,MATRICULADO,2019-01-01,,,27,F,2059.26,0.41,1214.96
1546,56,10,1,3,4,ENGENHARIA ELETRICA,ENGENHARIAS,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2020-04-20,,29,M,3107.74,0.3,2175.42
1547,72,4,2,3,1,MARKETING DIGITAL,GESTAO E NEGOCIOS,SEMIPRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,23,M,2988.95,0.2,2391.16
1548,38,1,1,1,4,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,PRESENCIAL,MANHA,TRANCADO,2019-01-01,2019-01-21,,53,F,3918.03,0.11,3487.05
1549,84,9,1,2,4,SISTEMAS PARA INTERNET,TI E COMPUTACAO,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2021-01-04,,46,M,634.52,0.25,475.89
1550,82,9,2,2,4,SEGURANCA DA INFORMACAO,TI E COMPUTACAO,SEMIPRESENCIAL,TARDE,TRANCADO,2019-01-01,2022-06-14,,52,F,3953.61,0.02,3874.54
1551,11,8,1,2,1,MEDICINA VETERINARIA,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,48,M,3497.04,0.46,1888.4
1552,34,6,2,2,1,QUIMICA,CIENCIAS HUMANAS,SEMIPRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,30,M,3518.25,0.46,1899.86
1553,19,5,2,3,2,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,CANCELADO,2019-01-01,2023-06-10,INADIMPLENCIA,48,M,3259.62,0.52,1564.62
1554,55,10,1,3,3,ENGENHARIA DE PRODUCAO,ENGENHARIAS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,35,M,1893.44,0.27,1382.21
1555,52,10,1,3,3,ENGENHARIA CIVIL,ENGENHARIAS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,42,M,579.97,0.36,371.18
1556,38,1,1,2,1,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,36,F,3376.06,0.48,1755.55
1557,15,5,1,3,4,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-07-08,,35,F,506.37,0.03,491.18
1558,10,8,1,2,1,GESTAO DO AGRONEGOCIO,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,30,F,4081.99,0.21,3224.77
1559,41,1,1,3,2,SERVIÇOS JUDICIAIS,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2020-05-11,EMPREGO,37,F,4312.72,0.52,2070.11
1560,7,7,2,2,2,DESIGN DE PRODUTO,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,TARDE,CANCELADO,2019-01-01,2021-04-10,EMPREGO,42,F,3956.46,0.07,3679.51
1561,74,4,1,3,3,PROCESSOS GERENCIAIS,GESTAO E NEGOCIOS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,54,F,4616.06,0.58,1938.75
1562,22,5,1,1,4,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,TRANCADO,2019-01-01,2020-12-15,,46,M,1549.11,0.43,882.99
1563,17,5,1,2,1,FARMACIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,49,F,1844.66,0.17,1531.07
1564,4,7,1,2,2,DESIGN DE GAMES,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2019-11-20,INADIMPLENCIA,45,F,3734.01,0.08,3435.29
1565,56,10,1,3,2,ENGENHARIA ELETRICA,ENGENHARIAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2023-03-02,INTERCAMBIO,55,M,1025.33,0.17,851.02
1566,23,6,1,3,4,CIENCIAS SOCIAIS,CIENCIAS HUMANAS,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2021-08-01,,29,F,2170.53,0.58,911.62
1567,22,5,1,2,2,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2019-11-06,EMPREGO,45,F,4211.91,0.01,4169.79
1568,15,5,1,2,4,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2022-05-01,,50,M,3444.48,0.07,3203.37
1569,7,7,3,3,1,DESIGN DE PRODUTO,ARQUITETURA E URBANISMO E DESIGN,EAD,NOITE,MATRICULADO,2019-01-01,,,43,F,4325.53,0.58,1816.72
1570,59,10,1,3,4,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2023-05-17,,26,M,2552.06,0.17,2118.21
1571,40,1,1,3,1,SEGURANCA PUBLICA,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,37,F,2336.91,0.16,1963.0
1572,14,5,3,3,3,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,NOITE,FORMADO,2019-01-01,,,20,M,2803.28,0.53,1317.54
1573,10,8,1,2,1,GESTAO DO AGRONEGOCIO,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,21,F,2828.52,0.37,1781.97
1574,66,4,1,3,4,GESTAO DE RECURSOS HUMANOS,GESTAO E NEGOCIOS,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2022-09-23,,30,M,1251.23,0.22,975.96
1575,19,5,1,1,3,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,FORMADO,2019-01-01,,,34,M,2060.47,0.25,1545.35
1576,21,5,2,3,1,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,28,F,1696.46,0.49,865.19
1577,47,2,2,3,4,PRODUCAO AUDIOVISUAL,COMUNICACAO E ARTES,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2021-06-01,,35,F,2132.81,0.58,895.78
1578,22,5,1,3,4,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2020-08-11,,34,F,971.83,0.03,942.68
1579,37,1,1,2,4,MEDIACAO,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2020-07-29,,41,M,4991.31,0.48,2595.48
1580,16,5,1,2,4,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2023-10-29,,18,M,1026.26,0.48,533.66
1581,51,10,1,2,4,ENGENHARIA AMBIENTAL,ENGENHARIAS,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2023-11-20,,53,F,4488.99,0.34,2962.73
1582,13,5,1,2,3,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,41,M,1610.23,0.04,1545.82
1583,10,8,1,2,3,GESTAO DO AGRONEGOCIO,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,32,F,700.76,0.12,616.67
1584,22,5,1,3,4,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-12-28,,30,F,2567.61,0.16,2156.79
1585,14,5,1,3,3,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,42,F,2232.53,0.47,1183.24
1586,16,5,1,2,3,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,19,F,2949.75,0.43,1681.36
1587,16,5,1,3,4,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2023-08-24,,19,M,2166.79,0.07,2015.11
1588,46,2,1,2,1,JORNALISMO,COMUNICACAO E ARTES,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,47,M,4456.54,0.03,4322.84
1589,73,4,2,2,2,NEGOCIOS IMOBILIARIOS,GESTAO E NEGOCIOS,SEMIPRESENCIAL,TARDE,CANCELADO,2019-01-01,2022-11-25,EMPREGO,20,M,1916.79,0.07,1782.61
1590,57,10,1,1,2,ENGENHARIA MECANICA,ENGENHARIAS,PRESENCIAL,MANHA,CANCELADO,2019-01-01,2021-06-27,INADIMPLENCIA,24,M,3853.88,0.23,2967.49
1591,1,7,3,2,2,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO E DESIGN,EAD,TARDE,CANCELADO,2019-01-01,2021-01-03,EMPREGO,22,F,687.72,0.39,419.51
1592,26,6,2,3,3,GEOGRAFIA,CIENCIAS HUMANAS,SEMIPRESENCIAL,NOITE,FORMADO,2019-01-01,,,31,M,1850.33,0.27,1350.74
1593,41,1,1,3,2,SERVIÇOS JUDICIAIS,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2022-08-30,INADIMPLENCIA,26,F,3032.67,0.56,1334.37
1594,42,1,1,1,4,SERVIÇOS NOTARIAIS E REGISTRAIS,CIENCIAS JURIDICAS,PRESENCIAL,MANHA,TRANCADO,2019-01-01,2021-09-12,,41,M,1866.86,0.53,877.42
1595,87,3,1,3,4,GESTAO DE TURISMO,TURISMO E HOSPITALIDADE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2021-05-20,,45,F,4391.92,0.41,2591.23
1596,16,5,1,1,4,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,TRANCADO,2019-01-01,2022-03-05,,28,M,3198.78,0.2,2559.02
1597,4,7,1,2,3,DESIGN DE GAMES,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,35,F,2336.33,0.02,2289.6
1598,42,1,3,1,4,SERVIÇOS NOTARIAIS E REGISTRAIS,CIENCIAS JURIDICAS,EAD,MANHA,TRANCADO,2019-01-01,2021-11-10,,27,M,2636.38,0.53,1239.1
1599,69,4,2,3,2,LOGISTICA,GESTAO E NEGOCIOS,SEMIPRESENCIAL,NOITE,CANCELADO,2019-01-01,2023-11-07,EMPREGO,35,F,929.79,0.29,660.15
1600,45,2,2,3,3,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,SEMIPRESENCIAL,NOITE,FORMADO,2019-01-01,,,52,F,4735.97,0.02,4641.25
1601,30,6,2,3,4,MATEMATICA (BACHARELADO),CIENCIAS HUMANAS,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2023-10-20,,55,M,1998.94,0.05,1898.99
1602,54,10,1,2,1,ENGENHARIA DE CONTROLE E AUTOMACAO,ENGENHARIAS,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,28,M,2994.01,0.02,2934.13
1603,38,1,1,1,1,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,PRESENCIAL,MANHA,MATRICULADO,2019-01-01,,,54,M,4825.01,0.39,2943.26
1604,9,8,1,2,3,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,48,M,4763.2,0.45,2619.76
1605,85,3,1,3,3,EVENTOS,TURISMO E HOSPITALIDADE,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,34,M,4833.34,0.11,4301.67
1606,13,5,1,3,3,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,39,M,1603.58,0.48,833.86
1607,39,1,1,2,1,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,18,M,4375.34,0.1,3937.81
1608,78,9,1,3,3,CIENCIA DA COMPUTACAO,TI E COMPUTACAO,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,23,F,1965.3,0.08,1808.08
1609,85,3,2,2,2,EVENTOS,TURISMO E HOSPITALIDADE,SEMIPRESENCIAL,TARDE,CANCELADO,2019-01-01,2022-03-30,TRANSFERENCIA,33,M,4436.69,0.15,3771.19
1610,83,9,1,3,3,SISTEMAS DE INFORMACAO,TI E COMPUTACAO,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,26,M,3667.3,0.46,1980.34
1611,36,1,1,1,3,DIREITO,CIENCIAS JURIDICAS,PRESENCIAL,MANHA,FORMADO,2019-01-01,,,45,M,1376.94,0.49,702.24
1612,53,10,2,2,2,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,SEMIPRESENCIAL,TARDE,CANCELADO,2019-01-01,2023-01-31,INSATISFACAO,54,M,2385.7,0.55,1073.56
1613,51,10,1,3,3,ENGENHARIA AMBIENTAL,ENGENHARIAS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,28,M,1386.2,0.48,720.82
1614,42,1,2,2,4,SERVIÇOS NOTARIAIS E REGISTRAIS,CIENCIAS JURIDICAS,SEMIPRESENCIAL,TARDE,TRANCADO,2019-01-01,2021-10-16,,37,M,2050.45,0.44,1148.25
